Order_ID,Order_Date,Model,Vehicle_Type,Powertrain,Model_Year,Country,Region,Sales_Channel,Payment_Method,Salesperson,Quantity,Unit_Price_USD,Discount_Rate,Discount_Amount_USD,Revenue_USD,Estimated_Cost_USD,Estimated_Profit_USD,Customer_ID,Customer_Segment,Delivery_Days,Customer_Rating,Month
BYD-102341,2025-01-28,BYD Shark,Pickup,PHEV,2024,Mexico,North America,Online,Cash,Salesperson_064,1,51922.22,0.0941,4885.88,47036.34,34290.93,12745.4,CUST-69480,Individual,17,4.7,2025-01
BYD-102342,2025-04-18,BYD Qin Plus DM-i,Sedan,PHEV,2021,Thailand,Asia,Fleet,Financing,Salesperson_021,1,23171.05,0.0189,437.93,22733.12,18040.22,4692.89,CUST-31671,Individual,34,3.4,2025-04
BYD-102343,2025-08-17,BYD Seal,Sedan,EV,2023,China,Asia,Fleet,Lease,Salesperson_012,1,38807.79,0.0261,1012.88,37794.91,30812.21,6982.7,CUST-53092,Individual,45,4.4,2025-08
BYD-102344,2025-07-21,BYD Shark,Pickup,PHEV,2024,Thailand,Asia,Dealership,Lease,Salesperson_017,3,52875.2,0.0067,1062.79,157562.81,122064.48,35498.33,CUST-43395,Individual,11,3.6,2025-07
BYD-102345,2026-03-21,BYD Dolphin,Hatchback,EV,2023,Germany,Europe,Dealership,Financing,Salesperson_048,1,25486.18,0.0475,1210.59,24275.59,20208.9,4066.68,CUST-95812,Business,26,4.7,2026-03
BYD-102346,2026-01-26,BYD Han,Sedan,EV,2020,Germany,Europe,Fleet,Financing,Salesperson_041,1,57318.35,0.0785,4499.49,52818.86,41609.03,11209.83,CUST-58715,Individual,10,4.0,2026-01
BYD-102347,2026-07-06,BYD Dolphin,Hatchback,EV,2023,Japan,Asia,Corporate,Cash,Salesperson_019,1,24603.61,0.0443,1089.94,23513.67,18429.61,5084.06,CUST-69596,Individual,54,3.1,2026-07
BYD-102348,2024-02-12,BYD Atto 3,SUV,EV,2022,Mexico,North America,Online,Cash,Salesperson_001,1,41868.61,0.0653,2734.02,39134.59,30985.63,8148.96,CUST-10998,Individual,30,3.5,2024-02
BYD-102349,2025-04-05,BYD Shark,Pickup,PHEV,2024,Mexico,North America,Fleet,Financing,Salesperson_018,1,52935.82,0.0538,2847.95,50087.87,42008.31,8079.56,CUST-31873,Business,58,4.3,2025-04
BYD-102350,2026-07-19,BYD Tang,SUV,EV,2021,China,Asia,Dealership,Financing,Salesperson_089,1,53063.01,0.0202,1071.87,51991.14,43299.47,8691.67,CUST-74657,Business,20,4.5,2026-07
BYD-102351,2026-04-09,BYD Han,Sedan,EV,2020,United Kingdom,Europe,Fleet,Cash,Salesperson_093,1,57543.11,0.07,4028.02,53515.09,41251.96,12263.13,CUST-98900,Business,45,3.4,2026-04
BYD-102352,2025-08-08,BYD Dolphin,Hatchback,EV,2023,Pakistan,Asia,Online,Lease,Salesperson_007,1,24742.68,0.0673,1665.18,23077.5,17003.75,6073.75,CUST-83287,Business,39,3.3,2025-08
BYD-102353,2025-10-29,BYD Seagull,Hatchback,EV,2023,UAE,Middle East,Online,Financing,Salesperson_060,1,11535.25,0.0922,1063.55,10471.7,8530.3,1941.4,CUST-89022,Individual,38,4.1,2025-10
BYD-102354,2024-07-11,BYD Shark,Pickup,PHEV,2024,Brazil,South America,Online,Cash,Salesperson_012,1,54829.53,0.0787,4315.08,50514.45,42361.41,8153.04,CUST-34076,Business,55,5.0,2024-07
BYD-102355,2024-11-25,BYD Seagull,Hatchback,EV,2023,Japan,Asia,Fleet,Lease,Salesperson_070,1,12568.83,0.0317,398.43,12170.4,10356.79,1813.61,CUST-96617,Individual,39,4.0,2024-11
BYD-102356,2025-09-11,BYD Seal,Sedan,EV,2023,Mexico,North America,Dealership,Financing,Salesperson_099,1,43199.43,0.0623,2691.32,40508.11,35178.35,5329.76,CUST-87469,Business,34,4.4,2025-09
BYD-102357,2025-05-02,BYD Seagull,Hatchback,EV,2023,UAE,Middle East,Corporate,Lease,Salesperson_026,1,11963.62,0.0524,626.89,11336.73,8944.99,2391.74,CUST-29020,Individual,23,2.8,2025-05
BYD-102358,2025-05-28,BYD Han,Sedan,EV,2020,Thailand,Asia,Corporate,Financing,Salesperson_013,2,60210.73,0.1217,14655.29,105766.17,86117.55,19648.62,CUST-24805,Individual,41,5.0,2025-05
BYD-102359,2024-06-03,BYD Song Plus DM-i,SUV,PHEV,2021,Mexico,North America,Corporate,Lease,Salesperson_070,5,32286.21,0.0717,11574.61,149856.44,111875.13,37981.32,CUST-50354,Individual,51,3.7,2024-06
BYD-102360,2024-03-04,BYD Tang,SUV,EV,2021,Germany,Europe,Fleet,Lease,Salesperson_065,1,62486.37,0.0802,5011.41,57474.96,49505.9,7969.06,CUST-69732,Individual,31,4.3,2024-03
BYD-102361,2025-04-06,BYD Song Plus DM-i,SUV,PHEV,2021,Japan,Asia,Online,Financing,Salesperson_090,1,31222.88,0.0508,1586.12,29636.76,25272.06,4364.7,CUST-59861,Individual,20,4.275664983164983,2025-04
BYD-102362,2024-04-15,BYD Qin Plus DM-i,Sedan,PHEV,2021,UAE,Middle East,Dealership,Lease,Salesperson_066,1,16420.05,0.0476,781.59,15638.46,13232.73,2405.73,CUST-27009,Individual,25,4.275664983164983,2024-04
BYD-102363,2026-04-10,BYD Tang,SUV,EV,2021,Germany,Europe,Online,Financing,Salesperson_040,1,57655.31,0.0563,3245.99,54409.32,44906.94,9502.37,CUST-30746,Individual,35,4.0,2026-04
BYD-102364,2026-07-09,BYD Han,Sedan,EV,2020,United Kingdom,Europe,Corporate,Cash,Salesperson_072,2,55085.11,0.0978,10774.65,99395.57,72839.51,26556.06,CUST-77878,Government,50,4.4,2026-07
BYD-102365,2026-05-07,BYD Dolphin,Hatchback,EV,2023,Brazil,South America,Dealership,Lease,Salesperson_024,1,24900.24,0.0143,356.07,24544.17,19047.7,5496.47,CUST-91422,Business,11,4.1,2026-05
BYD-102366,2024-12-17,BYD Song Plus DM-i,SUV,PHEV,2021,Germany,Europe,Fleet,Financing,Salesperson_023,1,33211.92,0.0186,617.74,32594.18,28072.31,4521.87,CUST-96764,Business,46,4.6,2024-12
BYD-102367,2026-01-01,BYD Seagull,Hatchback,EV,2023,Germany,Europe,Online,Lease,Salesperson_002,1,12919.53,0.0587,758.38,12161.15,10235.76,1925.39,CUST-78236,Business,53,4.9,2026-01
BYD-102368,2024-03-27,BYD Seal,Sedan,EV,2023,Brazil,South America,Fleet,Cash,Salesperson_037,2,42114.27,0.0263,2215.21,82013.33,62273.49,19739.84,CUST-84750,Individual,45,4.275664983164983,2024-03
BYD-102369,2025-05-31,BYD Shark,Pickup,PHEV,2024,Mexico,North America,Dealership,Lease,Salesperson_090,1,58086.58,0.009,522.78,57563.8,41551.34,16012.46,CUST-87020,Individual,40,5.0,2025-05
BYD-102370,2025-10-23,BYD Qin Plus DM-i,Sedan,PHEV,2021,Germany,Europe,Dealership,Cash,Salesperson_053,1,22872.62,0.0656,1500.44,21372.18,17759.85,3612.33,CUST-34561,Individual,6,3.9,2025-10
BYD-102371,2024-06-25,BYD Qin Plus DM-i,Sedan,PHEV,2021,China,Asia,Fleet,Cash,Salesperson_075,1,22730.0,0.05,1136.5,21593.5,18418.54,3174.96,CUST-46809,Business,18,4.5,2024-06
BYD-102372,2024-02-10,BYD Song Plus DM-i,SUV,PHEV,2021,Germany,Europe,Fleet,Lease,Salesperson_006,1,31270.16,0.0981,3067.6,28202.56,20607.06,7595.5,CUST-32807,Business,5,3.8,2024-02
BYD-102373,2024-09-10,BYD Atto 3,SUV,EV,2022,Thailand,Asia,Dealership,Lease,Salesperson_029,1,34698.18,0.0542,1880.64,32817.54,23890.65,8926.88,CUST-83042,Individual,10,4.4,2024-09
BYD-102374,2025-12-25,BYD Han,Sedan,EV,2020,United Kingdom,Europe,Online,Cash,Salesperson_021,2,55430.38,0.024,2660.66,108200.1,87230.81,20969.3,CUST-12044,Business,18,4.1,2025-12
BYD-102375,2025-03-24,BYD Tang,SUV,EV,2021,UAE,Middle East,Online,Financing,Salesperson_001,1,58769.85,0.0831,4883.77,53886.08,46985.53,6900.54,CUST-35930,Individual,4,5.0,2025-03
BYD-102376,2025-03-25,BYD Atto 3,SUV,EV,2022,Germany,Europe,Online,Financing,Salesperson_063,5,36763.07,0.0429,7885.68,175929.67,152897.36,23032.31,CUST-23010,Individual,47,3.9,2025-03
BYD-102377,2025-06-20,BYD Atto 3,SUV,EV,2022,United Kingdom,Europe,Corporate,Cash,Salesperson_061,1,38896.71,0.034,1322.49,37574.22,29459.59,8114.63,CUST-94625,Government,21,5.0,2025-06
BYD-102378,2025-06-19,BYD Qin Plus DM-i,Sedan,PHEV,2021,Brazil,South America,Fleet,Cash,Salesperson_002,1,24254.45,0.0501,123.7,24130.75,18217.32,5913.43,CUST-15729,Individual,26,3.7,2025-06
BYD-102379,2025-09-16,BYD Shark,Pickup,PHEV,2024,United Kingdom,Europe,Fleet,Financing,Salesperson_012,1,58176.38,0.03,1745.29,56431.09,42196.59,14234.5,CUST-77139,Individual,18,5.0,2025-09
BYD-102380,2024-06-11,BYD Yuan Plus,SUV,EV,2022,Germany,Europe,Dealership,Cash,Salesperson_026,1,31605.22,0.0119,376.1,31229.12,26769.05,4460.07,CUST-47772,Individual,53,4.8,2024-06
BYD-102381,2025-01-07,BYD Qin Plus DM-i,Sedan,PHEV,2021,Pakistan,Asia,Fleet,Financing,Salesperson_092,1,22676.2,0.0702,1591.87,21084.33,18341.2,2743.13,CUST-65890,Individual,42,4.1,2025-01
BYD-102382,2025-01-16,BYD Seal,Sedan,EV,2023,Germany,Europe,Dealership,Financing,Salesperson_045,1,42838.48,0.0202,865.34,41973.14,36524.63,5448.51,CUST-25628,Individual,57,4.2,2025-01
BYD-102383,2026-07-28,BYD Tang,SUV,EV,2021,Australia,Oceania,Corporate,Cash,Salesperson_060,1,58786.74,0.0145,852.41,57934.33,48654.33,9280.01,CUST-68145,Individual,4,4.4,2026-07
BYD-102384,2024-10-16,BYD Yuan Plus,SUV,EV,2022,Germany,Europe,Corporate,Cash,Salesperson_055,1,31912.08,0.0809,2581.69,29330.39,23354.54,5975.85,CUST-55671,Individual,34,4.3,2024-10
BYD-102385,2025-01-31,BYD Han,Sedan,EV,2020,Australia,Oceania,Dealership,Financing,Salesperson_055,1,50710.85,0.0505,2560.9,48149.95,36055.15,12094.8,CUST-85004,Individual,3,4.5,2025-01
BYD-102386,2025-02-22,BYD Seal,Sedan,EV,2023,UAE,Middle East,Corporate,Cash,Salesperson_012,1,42065.12,0.0694,2919.32,39145.8,30315.64,8830.16,CUST-33315,Individual,51,4.4,2025-02
BYD-102387,2026-03-04,BYD Yuan Plus,SUV,EV,2022,Mexico,North America,Fleet,Lease,Salesperson_024,1,31878.31,0.0,0.0,31878.31,23915.29,7963.02,CUST-64781,Business,20,3.7,2026-03
BYD-102388,2024-12-12,BYD Atto 3,SUV,EV,2022,Brazil,South America,Fleet,Financing,Salesperson_099,1,41655.45,0.0493,2053.61,39601.84,29902.19,9699.64,CUST-51192,Individual,41,4.0,2024-12
BYD-102389,2025-11-26,BYD Tang,SUV,EV,2021,Pakistan,Asia,Fleet,Financing,Salesperson_055,2,44751.82,0.0171,1530.51,87973.13,65708.44,22264.69,CUST-84620,Individual,34,4.5,2025-11
BYD-102390,2025-09-04,BYD Song Plus DM-i,SUV,PHEV,2021,Thailand,Asia,Fleet,Financing,Salesperson_073,1,32746.4,0.0584,1912.39,30834.01,24118.22,6715.79,CUST-87014,Individual,11,3.7,2025-09
BYD-102391,2024-02-23,BYD Atto 3,SUV,EV,2022,Brazil,South America,Fleet,Lease,Salesperson_029,1,35025.36,0.0,0.0,35025.36,26862.61,8162.75,CUST-38433,Business,57,4.0,2024-02
BYD-102392,2026-03-19,BYD Qin Plus DM-i,Sedan,PHEV,2021,Brazil,South America,Fleet,Lease,Salesperson_060,1,21462.13,0.1327,2848.02,18614.11,15093.27,3520.84,CUST-77329,Individual,5,4.6,2026-03
BYD-102393,2025-10-08,BYD Dolphin,Hatchback,EV,2023,Thailand,Asia,Fleet,Cash,Salesperson_084,1,23698.68,0.0719,1703.94,21994.74,18419.08,3575.67,CUST-92785,Government,58,4.4,2025-10
BYD-102394,2025-10-24,BYD Atto 3,SUV,EV,2022,China,Asia,Fleet,Lease,Salesperson_041,1,37482.41,0.0,0.0,37482.41,28349.52,9132.89,CUST-92133,Individual,26,4.1,2025-10
BYD-102395,2024-12-08,BYD Yuan Plus,SUV,EV,2022,Australia,Oceania,Fleet,Cash,Salesperson_042,1,29040.29,0.042,1219.69,27820.6,21770.46,6050.14,CUST-97890,Individual,59,4.9,2024-12
BYD-102396,2024-03-08,BYD Shark,Pickup,PHEV,2024,Mexico,North America,Online,Financing,Salesperson_069,1,56162.78,0.0466,2617.19,53545.59,45390.24,8155.35,CUST-68716,Business,13,4.8,2024-03
BYD-102397,2024-12-03,BYD Seal,Sedan,EV,2023,Australia,Oceania,Corporate,Lease,Salesperson_082,1,37752.94,0.0455,1717.76,36035.18,26233.1,9802.08,CUST-93940,Individual,30,4.0,2024-12
BYD-102398,2024-04-06,BYD Qin Plus DM-i,Sedan,PHEV,2021,Pakistan,Asia,Fleet,Financing,Salesperson_028,1,18569.11,0.0646,1199.56,17369.55,13772.27,3597.27,CUST-77059,Individual,18,4.7,2024-04
BYD-102399,2025-07-25,BYD Yuan Plus,SUV,EV,2022,China,Asia,Corporate,Lease,Salesperson_045,1,31774.03,0.0,0.0,31774.03,24784.64,6989.39,CUST-80094,Individual,31,3.8,2025-07
BYD-102400,2025-11-25,BYD Qin Plus DM-i,Sedan,PHEV,2021,Australia,Oceania,Online,Lease,Salesperson_050,3,21898.98,0.0652,4283.44,61413.5,52560.91,8852.59,CUST-78431,Individual,43,4.4,2025-11
BYD-102401,2025-01-30,BYD Han,Sedan,EV,2020,Germany,Europe,Dealership,Financing,Salesperson_085,1,51885.19,0.0081,420.27,51464.92,43717.47,7747.45,CUST-51977,Individual,14,4.4,2025-01
BYD-102402,2024-10-17,BYD Tang,SUV,EV,2021,Pakistan,Asia,Dealership,Cash,Salesperson_020,1,52339.71,0.0421,2203.5,50136.21,42647.68,7488.53,CUST-83421,Individual,48,4.3,2024-10
BYD-102403,2024-09-15,BYD Yuan Plus,SUV,EV,2022,UAE,Middle East,Dealership,Cash,Salesperson_100,3,31565.59,0.0278,2632.57,92064.2,68745.25,23318.95,CUST-81264,Individual,59,4.2,2024-09
BYD-102404,2026-01-11,BYD Seagull,Hatchback,EV,2023,Australia,Oceania,Corporate,Cash,Salesperson_038,1,11597.34,0.0928,1076.23,10521.11,8749.36,1771.75,CUST-95642,Individual,6,4.3,2026-01
BYD-102405,2026-05-22,BYD Han,Sedan,EV,2020,United Kingdom,Europe,Dealership,Financing,Salesperson_005,1,46578.14,0.0727,3386.23,43191.91,37195.51,5996.4,CUST-28004,Business,28,4.3,2026-05
BYD-102406,2025-11-03,BYD Han,Sedan,EV,2020,Thailand,Asia,Online,Cash,Salesperson_004,1,51462.63,0.0698,3592.09,47870.54,41473.86,6396.68,CUST-81659,Individual,6,3.0,2025-11
BYD-102407,2026-07-17,BYD Qin Plus DM-i,Sedan,PHEV,2021,UAE,Middle East,Dealership,Financing,Salesperson_061,1,21563.96,0.0592,1276.59,20287.37,16768.32,3519.06,CUST-25568,Individual,13,5.0,2026-07
BYD-102408,2025-09-09,BYD Seal,Sedan,EV,2023,Japan,Asia,Online,Financing,Salesperson_053,5,39061.9,0.0896,17499.73,177809.77,133230.34,44579.43,CUST-77896,Individual,4,4.6,2025-09
BYD-102409,2026-06-13,BYD Yuan Plus,SUV,EV,2022,Mexico,North America,Dealership,Lease,Salesperson_058,1,29329.18,0.0688,2017.85,27311.33,23055.58,4255.75,CUST-82937,Individual,33,4.0,2026-06
BYD-102410,2024-06-02,BYD Seagull,Hatchback,EV,2023,Japan,Asia,Fleet,Lease,Salesperson_077,1,11823.5,0.0453,535.6,11287.9,8521.06,2766.83,CUST-86951,Individual,58,4.8,2024-06
BYD-102411,2024-12-07,BYD Atto 3,SUV,EV,2022,Germany,Europe,Corporate,Cash,Salesperson_039,1,37957.14,0.0246,933.75,37023.39,27872.67,9150.72,CUST-61610,Business,52,4.0,2024-12
BYD-102412,2024-03-24,BYD Dolphin,Hatchback,EV,2023,Japan,Asia,Corporate,Financing,Salesperson_004,1,25482.48,0.0481,1225.71,24256.77,20835.43,3421.34,CUST-60258,Business,5,2.8,2024-03
BYD-102413,2025-08-19,BYD Song Plus DM-i,SUV,PHEV,2021,United Kingdom,Europe,Fleet,Lease,Salesperson_018,2,34042.87,0.0525,3574.5,64511.24,55158.06,9353.17,CUST-69534,Individual,27,4.5,2025-08
BYD-102414,2025-11-10,BYD Dolphin,Hatchback,EV,2023,Pakistan,Asia,Corporate,Lease,Salesperson_098,1,22898.75,0.0777,1779.23,21119.52,15404.35,5715.17,CUST-29662,Individual,36,3.4,2025-11
BYD-102415,2024-05-24,BYD Seal,Sedan,EV,2023,Japan,Asia,Corporate,Cash,Salesperson_053,3,38013.91,0.0501,8678.58,105363.15,87372.08,17991.07,CUST-67539,Individual,3,3.6,2024-05
BYD-102416,2026-07-27,BYD Qin Plus DM-i,Sedan,PHEV,2021,Thailand,Asia,Dealership,Financing,Salesperson_098,1,23090.74,0.0676,1560.93,21529.81,15712.25,5817.55,CUST-24700,Government,7,3.7,2026-07
BYD-102417,2024-12-24,BYD Dolphin,Hatchback,EV,2023,Mexico,North America,Dealership,Financing,Salesperson_025,5,25185.96,0.0,0.0,125929.8,104293.37,21636.43,CUST-77646,Individual,41,4.4,2024-12
BYD-102418,2024-11-13,BYD Shark,Pickup,PHEV,2024,Mexico,North America,Dealership,Lease,Salesperson_073,1,51661.43,0.0359,1854.65,49806.78,42530.83,7275.95,CUST-52731,Individual,54,4.4,2024-11
BYD-102419,2025-11-02,BYD Seagull,Hatchback,EV,2023,Brazil,South America,Corporate,Lease,Salesperson_042,1,11372.47,0.0905,1029.21,10343.26,8376.97,1966.29,CUST-13248,Individual,33,4.9,2025-11
BYD-102420,2025-12-16,BYD Han,Sedan,EV,2020,Thailand,Asia,Dealership,Lease,Salesperson_055,1,55333.06,0.0258,1427.59,53905.47,42758.17,11147.3,CUST-97205,Individual,38,3.6,2025-12
BYD-102421,2025-11-09,BYD Tang,SUV,EV,2021,Mexico,North America,Fleet,Cash,Salesperson_004,1,59320.09,0.0706,4188.0,55132.09,43269.65,11862.44,CUST-75964,Individual,5,3.9,2025-11
BYD-102422,2025-02-05,BYD Han,Sedan,EV,2020,Mexico,North America,Online,Cash,Salesperson_087,1,57336.29,0.085,4873.58,52462.71,45778.37,6684.33,CUST-21194,Business,40,5.0,2025-02
BYD-102423,2024-05-12,BYD Han,Sedan,EV,2020,United Kingdom,Europe,Dealership,Cash,Salesperson_037,1,52670.35,0.0,0.0,52670.35,46261.99,6408.36,CUST-50759,Individual,14,4.6,2024-05
BYD-102424,2025-09-01,BYD Song Plus DM-i,SUV,PHEV,2021,Mexico,North America,Dealership,Financing,Salesperson_077,1,33227.16,0.0331,1099.82,32127.34,25283.17,6844.17,CUST-65523,Individual,18,4.5,2025-09
BYD-102425,2025-12-26,BYD Dolphin,Hatchback,EV,2023,Pakistan,Asia,Corporate,Cash,Salesperson_001,1,30098.02,0.0,0.0,30098.02,25617.15,4480.87,CUST-42668,Individual,10,4.3,2025-12
BYD-102426,2024-03-27,BYD Song Plus DM-i,SUV,PHEV,2021,Australia,Oceania,Fleet,Cash,Salesperson_072,10,32381.12,0.0659,21339.16,302472.04,243453.79,59018.25,CUST-55566,Individual,13,4.5,2024-03
BYD-102427,2024-11-13,BYD Seagull,Hatchback,EV,2023,Australia,Oceania,Dealership,Lease,Salesperson_019,1,14249.91,0.0854,1216.94,13032.97,9895.37,3137.59,CUST-80704,Individual,47,4.3,2024-11
BYD-102428,2025-07-26,BYD Seal,Sedan,EV,2023,UAE,Middle East,Corporate,Lease,Salesperson_001,2,45188.01,0.0761,6877.62,83498.4,61610.41,21887.99,CUST-17249,Individual,16,4.4,2025-07
BYD-102429,2025-01-20,BYD Qin Plus DM-i,Sedan,PHEV,2021,Germany,Europe,Online,Lease,Salesperson_015,5,21750.91,0.0539,5861.87,102892.68,78545.46,24347.22,CUST-81793,Individual,29,4.6,2025-01
BYD-102430,2025-10-20,BYD Song Plus DM-i,SUV,PHEV,2021,Japan,Asia,Dealership,Cash,Salesperson_049,1,29885.15,0.0357,1066.9,28818.25,24233.18,4585.07,CUST-11945,Individual,20,3.8,2025-10
BYD-102431,2026-03-21,BYD Tang,SUV,EV,2021,Mexico,North America,Dealership,Financing,Salesperson_001,3,53517.33,0.0294,4720.23,155831.76,128609.07,27222.69,CUST-57705,Business,56,4.275664983164983,2026-03
BYD-102432,2024-12-02,BYD Han,Sedan,EV,2020,UAE,Middle East,Dealership,Lease,Salesperson_020,2,47587.46,0.0477,4539.84,90635.08,66916.79,23718.29,CUST-93495,Individual,10,3.2,2024-12
BYD-102433,2026-04-12,BYD Qin Plus DM-i,Sedan,PHEV,2021,Australia,Oceania,Online,Cash,Salesperson_066,1,21936.06,0.0557,1221.84,20714.22,17830.26,2883.96,CUST-72603,Individual,35,4.3,2026-04
BYD-102434,2024-05-10,BYD Seagull,Hatchback,EV,2023,China,Asia,Dealership,Financing,Salesperson_021,1,11498.75,0.0544,625.53,10873.22,9391.42,1481.79,CUST-87505,Individual,6,4.0,2024-05
BYD-102435,2025-11-17,BYD Qin Plus DM-i,Sedan,PHEV,2021,Brazil,South America,Corporate,Lease,Salesperson_023,1,24393.8,0.1423,3471.24,20922.56,17074.95,3847.61,CUST-20001,Individual,51,4.7,2025-11
BYD-102436,2025-12-20,BYD Tang,SUV,EV,2021,Australia,Oceania,Dealership,Lease,Salesperson_003,2,61117.77,0.0127,1552.39,120683.15,93191.51,27491.64,CUST-67079,Individual,32,3.5,2025-12
BYD-102437,2026-04-28,BYD Yuan Plus,SUV,EV,2022,Brazil,South America,Fleet,Lease,Salesperson_024,1,27565.25,0.0318,876.57,26688.68,22033.19,4655.48,CUST-37000,Individual,22,4.4,2026-04
BYD-102438,2026-01-26,BYD Yuan Plus,SUV,EV,2022,Australia,Oceania,Dealership,Financing,Salesperson_076,1,31037.32,0.0098,304.17,30733.15,24187.97,6545.19,CUST-41231,Individual,32,4.6,2026-01
BYD-102439,2025-12-02,BYD Seal,Sedan,EV,2023,Mexico,North America,Dealership,Cash,Salesperson_061,3,45251.9,0.0296,4018.37,131737.33,102963.34,28774.0,CUST-94705,Individual,29,4.7,2025-12
BYD-102440,2026-07-23,BYD Qin Plus DM-i,Sedan,PHEV,2021,Germany,Europe,Online,Cash,Salesperson_031,1,24418.09,0.0798,1948.56,22469.53,18182.23,4287.3,CUST-87482,Individual,27,3.9,2026-07
BYD-102441,2025-06-23,BYD Shark,Pickup,PHEV,2024,Pakistan,Asia,Online,Financing,Salesperson_025,1,57091.61,0.0244,1393.04,55698.57,45767.32,9931.26,CUST-33597,Individual,56,4.1,2025-06
BYD-102442,2024-04-05,BYD Tang,SUV,EV,2021,Australia,Oceania,Corporate,Lease,Salesperson_084,1,57723.94,0.069,3982.95,53740.99,41497.19,12243.8,CUST-94095,Business,8,4.5,2024-04
BYD-102443,2025-10-23,BYD Dolphin,Hatchback,EV,2023,Australia,Oceania,Corporate,Cash,Salesperson_011,1,28219.04,0.0268,756.27,27462.77,22066.54,5396.23,CUST-93241,Individual,7,3.7,2025-10
BYD-102444,2025-11-17,BYD Dolphin,Hatchback,EV,2023,China,Asia,Online,Financing,Salesperson_021,2,26271.94,0.0568,2984.49,49559.39,38023.83,11535.56,CUST-81634,Individual,16,4.1,2025-11
BYD-102445,2025-03-09,BYD Song Plus DM-i,SUV,PHEV,2021,Thailand,Asia,Dealership,Cash,Salesperson_029,1,28878.63,0.0253,730.63,28148.0,20350.18,7797.82,CUST-31606,Individual,53,3.8,2025-03
BYD-102446,2025-06-04,BYD Yuan Plus,SUV,EV,2022,United Kingdom,Europe,Fleet,Lease,Salesperson_058,1,29702.35,0.0329,977.21,28725.14,21521.52,7203.62,CUST-90252,Individual,16,3.3,2025-06
BYD-102447,2025-01-05,BYD Qin Plus DM-i,Sedan,PHEV,2021,China,Asia,Corporate,Cash,Salesperson_017,1,21982.67,0.0181,397.89,21584.78,16842.08,4742.7,CUST-78779,Individual,36,5.0,2025-01
BYD-102448,2024-01-19,BYD Tang,SUV,EV,2021,Thailand,Asia,Fleet,Cash,Salesperson_046,1,54623.77,0.0,0.0,54623.77,40491.14,14132.63,CUST-22054,Individual,43,4.3,2024-01
BYD-102449,2025-01-06,BYD Song Plus DM-i,SUV,PHEV,2021,Thailand,Asia,Dealership,Lease,Salesperson_069,1,33545.7,0.0701,2351.55,31194.15,24580.56,6613.59,CUST-19712,Individual,27,3.7,2025-01
BYD-102450,2024-11-12,BYD Yuan Plus,SUV,EV,2022,United Kingdom,Europe,Dealership,Cash,Salesperson_052,2,27557.37,0.0382,2105.38,53009.36,40527.83,12481.53,CUST-79121,Individual,41,3.0,2024-11
BYD-102451,2024-07-03,BYD Tang,SUV,EV,2021,Japan,Asia,Corporate,Financing,Salesperson_032,1,58208.31,0.0192,1117.6,57090.71,42191.01,14899.7,CUST-60830,Business,20,4.5,2024-07
BYD-102452,2024-08-07,BYD Seagull,Hatchback,EV,2023,United Kingdom,Europe,Corporate,Cash,Salesperson_026,1,12891.12,0.0693,893.35,11997.77,10005.75,1992.01,CUST-32526,Business,22,3.4,2024-08
BYD-102453,2024-12-15,BYD Dolphin,Hatchback,EV,2023,Thailand,Asia,Corporate,Lease,Salesperson_100,1,22693.02,0.0351,796.53,21896.49,17100.85,4795.65,CUST-45100,Business,45,3.9,2024-12
BYD-102454,2026-02-23,BYD Shark,Pickup,PHEV,2024,Japan,Asia,Online,Financing,Salesperson_075,1,51376.45,0.058,2979.83,48396.62,39377.87,9018.75,CUST-37387,Government,10,4.3,2026-02
BYD-102455,2025-05-12,BYD Tang,SUV,EV,2021,Mexico,North America,Online,Cash,Salesperson_096,2,66361.33,0.0345,4578.93,128143.73,112106.09,16037.64,CUST-79688,Individual,28,3.6,2025-05
BYD-102456,2024-07-15,BYD Atto 3,SUV,EV,2022,Australia,Oceania,Online,Cash,Salesperson_053,1,38480.24,0.0748,2878.32,35601.92,28620.72,6981.2,CUST-12831,Individual,56,5.0,2024-07
BYD-102457,2024-08-19,BYD Shark,Pickup,PHEV,2024,Mexico,North America,Corporate,Cash,Salesperson_059,1,55930.14,0.0118,659.98,55270.16,43188.83,12081.34,CUST-22486,Individual,23,3.7,2024-08
BYD-102458,2024-05-20,BYD Shark,Pickup,PHEV,2024,Mexico,North America,Fleet,Financing,Salesperson_079,1,53347.21,0.0819,4369.14,48978.07,36746.44,12231.64,CUST-22181,Business,29,3.6,2024-05
BYD-102459,2024-06-07,BYD Shark,Pickup,PHEV,2024,Mexico,North America,Online,Cash,Salesperson_042,1,60688.08,0.0905,5492.27,55195.81,41103.83,14091.98,CUST-76275,Individual,34,4.4,2024-06
BYD-102460,2024-03-20,BYD Seagull,Hatchback,EV,2023,UAE,Middle East,Corporate,Lease,Salesperson_064,3,12293.03,0.0999,3684.22,33194.87,26023.81,7171.06,CUST-16634,Individual,44,4.1,2024-03
BYD-102461,2024-10-29,BYD Yuan Plus,SUV,EV,2022,Mexico,North America,Corporate,Cash,Salesperson_039,1,33394.05,0.0676,2257.44,31136.61,26983.56,4153.05,CUST-99758,Individual,52,5.0,2024-10
BYD-102462,2026-05-14,BYD Seal,Sedan,EV,2023,Thailand,Asia,Fleet,Lease,Salesperson_032,1,40315.85,0.0634,2556.02,37759.83,28230.25,9529.57,CUST-35548,Individual,19,5.0,2026-05
